0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
22-Mar,,$,0.00,,,$0.00,,$0.00,,,0.00,%
22-Apr,,$,120853.85,,,$0.00,,"$120,853.85",,,0.01,%
22-May,,$,466993.72,,,"($61,511.23)",,"$405,482.49",,,0.03,%
22-Jun,,$,1113344.76,,,"($78,664.23)",,"$1,034,680.53",,,0.10,%
22-Jul,,$,720675.68,,,"($332,512.77)",,"$388,162.91",,,0.12,%
22-Aug,,$,1148232.57,,,"($279,056.04)",,"$869,176.53",,,0.18,%
22-Sep,,$,1038174.64,,,"($649,591.33)",,"$388,583.31",,,0.20,%
22-Oct,,$,1357497.15,,,"($521,650.00)",,"$835,847.15",,,0.26,%
22-Nov,,$,968627.77,,,"($501,199.26)",,"$467,428.51",,,0.28,%
22-Dec,,$,961424.81,,,"($459,208.94)",,"$502,215.87",,,0.32,%
23-Jan,,$,1104142.29,,,"($577,976.56)",,"$526,165.73",,,0.35,%
23-Feb,,$,1139306.04,,,"($301,323.30)",,"$837,982.74",,,0.40,%
23-Mar,,$,794708.36,,,"($562,092.27)",,"$232,616.09",,,0.42,%
23-Apr,,$,792991.18,,,"($488,230.18)",,"$304,761.00",,,0.44,%
23-May,,$,1041961.08,,,"($389,000.38)",,"$652,960.70",,,0.48,%
23-Jun,,$,948890.07,,,"($412,238.28)",,"$536,651.79",,,0.51,%
23-Jul,,$,1079901.58,,,"($361,662.25)",,"$718,239.33",,,0.56,%
23-Aug,,$,1070210.25,,,"($606,350.61)",,"$463,859.64",,,0.59,%
23-Sep,,$,577830.71,,,"($523,916.38)",,"$53,914.33",,,0.59,%
23-Oct,,$,1134580.64,,,"($370,186.55)",,"$764,394.09",,,0.64,%
23-Nov,,$,922575.48,,,"($442,590.58)",,"$479,984.90",,,0.67,%
23-Dec,,$,833854.41,,,"($503,941.29)",,"$329,913.12",,,0.69,%
24-Jan,,$,629997.03,,,"($446,889.75)",,"$183,107.28",,,0.70,%
24-Feb,,$,595717.55,,,"($466,310.53)",,"$129,407.02",,,0.71,%
24-Mar,,$,724753.43,,,"($361,765.91)",,"$362,987.52",,,0.73,%
