0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,,,,,,,,,,,,,,,,,,,,,,,
Payment Date,,0.25%,0.25%,,,0.50%,0.50%,,,1.00%,1.00%,,,1.50%,1.50%,,,2.00%,2.00%,,,3.00%,3.00%,
"December 15, 2028",,,100.00,%,,,100.00,%,,,20.32,%,,,0.00,%,,,0.00,%,,,0.00,%
"January 15, 2029",,,100.00,%,,,90.08,%,,,10.59,%,,,0.00,%,,,0.00,%,,,0.00,%
"February 15, 2029",,,100.00,%,,,78.06,%,,,1.05,%,,,0.00,%,,,0.00,%,,,0.00,%
"March 15, 2029",,,100.00,%,,,66.03,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"April 15, 2029",,,89.42,%,,,53.98,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"May 15, 2029",,,75.80,%,,,41.90,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"June 15, 2029",,,62.06,%,,,29.82,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"July 15, 2029",,,48.18,%,,,17.71,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"August 15, 2029",,,35.07,%,,,6.32,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"September 15, 2029",,,21.84,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"October 15, 2029",,,8.48,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"November 15, 2029",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life (Years) to Call,,,4.93,,,,4.72,,,,4.12,,,,3.40,,,,2.78,,,,1.97,
Weighted Average Life (Years) to Maturity,,,4.93,,,,4.72,,,,4.12,,,,3.40,,,,2.78,,,,1.97,
