0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
,,,,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,
,,,,Total for Month,Total for Month,Total for Month,Total for Month,Total for Month,Total for Month,,,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,
Month,,Prepayment Speeds,,$,$,,,%,%,,,$,$,,,%,%,
Jun-23,,1.49,,,—,,,,0.000000,%,,,—,,,,0.000000,%
Jul-23,,1.46,,,—,,,,0.000000,%,,,—,,,,0.000000,%
Aug-23,,1.52,,,63825.71,,,,0.005689,%,,,63825.71,,,,0.005689,%
Sep-23,,1.28,,,253199.20,,,,0.022567,%,,,317024.91,,,,0.028255,%
Oct-23,,1.40,,,398261.11,,,,0.035496,%,,,715286.02,,,,0.063751,%
Nov-23,,1.22,,,399359.33,,,,0.035594,%,,,1114645.35,,,,0.099345,%
Dec-23,,1.17,,,359327.59,,,,0.032026,%,,,1473972.94,,,,0.131370,%
Jan-24,,1.28,,,685267.79,,,,0.061076,%,,,2159240.73,,,,0.192446,%
Feb-24,,1.18,,,468158.21,,,,0.041725,%,,,2627398.94,,,,0.234171,%
Mar-24,,1.36,,,803609.90,,,,0.071623,%,,,3431008.84,,,,0.305794,%
Apr-24,,1.35,,,345275.70,,,,0.030773,%,,,3776284.54,,,,0.336568,%
May-24,,1.45,,,497960.41,,,,0.044382,%,,,4274244.95,,,,0.380949,%
Jun-24,,1.10,,,352142.93,,,,0.031385,%,,,4626387.88,,,,0.412334,%
Jul-24,,1.27,,,383903.78,,,,0.034216,%,,,5010291.66,,,,0.446550,%
Aug-24,,1.25,,,334757.56,,,,0.029836,%,,,5345049.22,,,,0.476386,%
Sep-24,,1.16,,,744128.10,,,,0.066322,%,,,6089177.32,,,,0.542708,%
Oct-24,,1.24,,,721432.79,,,,0.064299,%,,,6810610.11,,,,0.607007,%
Nov-24,,1.12,,,586939.60,,,,0.052312,%,,,7397549.71,,,,0.659319,%
Dec-24,,1.23,,,468582.68,,,,0.041763,%,,,7866132.39,,,,0.701082,%
Jan-25,,1.22,,,447403.08,,,,0.039876,%,,,8313535.47,,,,0.740958,%
Feb-25,,1.06,,,299838.73,,,,0.026724,%,,,8613374.20,,,,0.767681,%
Mar-25,,1.24,,,300246.50,,,,0.026760,%,,,8913620.70,,,,0.794441,%
Apr-25,,1.25,,,425324.69,,,,0.037908,%,,,9338945.39,,,,0.832349,%
May-25,,1.20,,,249914.69,,,,0.022274,%,,,9588860.08,,,,0.854623,%
Jun-25,,1.18,,,357108.27,,,,0.031828,%,,,9945968.35,,,,0.886451,%
Jul-25,,1.26,,,404743.95,,,,0.036073,%,,,10350712.30,,,,0.922524,%
Aug-25,,1.30,,,471616.57,,,,0.042034,%,,,10822328.87,,,,0.964558,%
