0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off Current Period,Gross Charge-off Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net Charge-off,Cumulative Net Charge-off,
21-Nov,,$,90489.72,,,$0.00,,"$90,489.72",,,0.01,%
21-Dec,,$,87644.34,,,"($14,908.16)",,"$72,736.18",,,0.01,%
22-Jan,,$,669441.38,,,"($113,797.36)",,"$555,644.02",,,0.05,%
22-Feb,,$,940231.11,,,"($113,788.25)",,"$826,442.86",,,0.10,%
22-Mar,,$,610772.90,,,"($335,101.51)",,"$275,671.39",,,0.12,%
22-Apr,,$,561047.80,,,"($252,066.96)",,"$308,980.84",,,0.13,%
22-May,,$,1127776.31,,,"($281,585.59)",,"$846,190.72",,,0.19,%
22-Jun,,$,759598.20,,,"($271,922.48)",,"$487,675.72",,,0.22,%
22-Jul,,$,1142932.78,,,"($393,950.18)",,"$748,982.60",,,0.27,%
22-Aug,,$,1064157.59,,,"($504,031.70)",,"$560,125.89",,,0.30,%
22-Sep,,$,1138449.26,,,"($685,811.63)",,"$452,637.63",,,0.33,%
22-Oct,,$,1543208.60,,,"($744,084.27)",,"$799,124.33",,,0.38,%
22-Nov,,$,1296306.01,,,"($328,228.73)",,"$968,077.28",,,0.44,%
22-Dec,,$,1335540.09,,,"($651,970.28)",,"$683,569.81",,,0.49,%
23-Jan,,$,1068807.21,,,"($791,054.50)",,"$277,752.71",,,0.50,%
23-Feb,,$,989575.83,,,"($703,096.71)",,"$286,479.12",,,0.52,%
23-Mar,,$,940702.20,,,"($752,366.33)",,"$188,335.87",,,0.53,%
23-Apr,,$,673922.69,,,"($575,706.04)",,"$98,216.65",,,0.54,%
23-May,,$,1154905.85,,,"($369,724.92)",,"$785,180.93",,,0.59,%
23-Jun,,$,746315.30,,,"($429,207.55)",,"$317,107.75",,,0.61,%
23-Jul,,$,969588.12,,,"($501,893.03)",,"$467,695.09",,,0.64,%
23-Aug,,$,1140601.05,,,"($792,143.40)",,"$348,457.65",,,0.66,%
23-Sep,,$,998594.36,,,"($468,273.02)",,"$530,321.34",,,0.70,%
23-Oct,,$,997392.13,,,"($464,356.35)",,"$533,035.78",,,0.73,%
23-Nov,,$,702004.01,,,"($520,073.91)",,"$181,930.10",,,0.74,%
23-Dec,,$,860240.64,,,"($416,503.39)",,"$443,737.25",,,0.77,%
24-Jan,,$,663396.05,,,"($513,979.16)",,"$149,416.89",,,0.78,%
24-Feb,,$,827719.51,,,"($523,454.49)",,"$304,265.02",,,0.80,%
24-Mar,,$,706758.99,,,"($414,824.19)",,"$291,934.80",,,0.82,%
