0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,98.83,%,,,90.93,%
November 2026,,,100.00,%,,,100.00,%,,,96.01,%,,,89.91,%,,,81.20,%
December 2026,,,100.00,%,,,96.47,%,,,88.04,%,,,81.30,%,,,71.80,%
January 2027,,,100.00,%,,,89.47,%,,,80.24,%,,,72.92,%,,,62.94,%
February 2027,,,97.17,%,,,82.56,%,,,72.60,%,,,64.76,%,,,55.22,%
March 2027,,,91.44,%,,,75.75,%,,,65.11,%,,,56.82,%,,,47.64,%
April 2027,,,85.73,%,,,69.03,%,,,57.78,%,,,49.09,%,,,40.19,%
May 2027,,,80.05,%,,,62.41,%,,,50.61,%,,,41.59,%,,,32.88,%
June 2027,,,74.39,%,,,55.89,%,,,43.60,%,,,34.32,%,,,25.69,%
July 2027,,,68.75,%,,,49.46,%,,,36.75,%,,,27.26,%,,,18.60,%
August 2027,,,63.14,%,,,43.14,%,,,30.06,%,,,20.37,%,,,11.65,%
September 2027,,,57.56,%,,,36.91,%,,,23.50,%,,,13.77,%,,,4.85,%
October 2027,,,51.99,%,,,30.79,%,,,17.09,%,,,7.44,%,,,0.00,%
November 2027,,,46.46,%,,,24.73,%,,,10.84,%,,,1.23,%,,,0.00,%
December 2027,,,40.95,%,,,18.76,%,,,4.76,%,,,0.00,%,,,0.00,%
January 2028,,,36.25,%,,,13.43,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2028,,,31.57,%,,,8.16,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2028,,,26.91,%,,,2.97,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2028,,,22.23,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2028,,,17.56,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2028,,,12.92,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2028,,,8.30,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2028,,,3.70,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2028,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,1.52,,,,1.22,,,,1.07,,,,0.97,,,,0.88,
Weighted Average Life to Maturity (years)(1),,,1.52,,,,1.22,,,,1.07,,,,0.97,,,,0.88,
